w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000198440.9	1.138384e-01	2.139342e-01	1.637944	4.140406e-01	7.185008e-01	0.207206	1.202492e-01	2.235865e-01	1.845150	1.000000e+00	1.000000e+00	0.194379	1.000000e+00	1.000000e+00	0.812853	1.000000e+00	1.000000e+00	0.158002	0	0	0	0.000000	0.000000	0.000000
ENSG00000198452.8	3.349245e-01	4.154206e-01	0.876513	7.877661e-01	8.289839e-01	0.081634	4.116438e-01	4.849491e-01	0.958147	7.518202e-01	1.000000e+00	0.215431	1.000000e+00	1.000000e+00	0.921609	8.100194e-01	1.000000e+00	0.215431	1	0	0	0.394450	0.000000	0.381877
ENSG00000198453.15	1.317825e-01	2.310200e-01	1.541663	5.929039e-01	7.695675e-01	0.144024	1.540887e-01	2.560871e-01	1.685686	1.000000e+00	1.000000e+00	0.214025	1.000000e+00	1.000000e+00	0.865867	1.000000e+00	1.000000e+00	0.185317	0	0	0	0.000000	0.000000	0.000000
ENSG00000198467.16	1.787082e-01	2.725636e-01	1.385792	7.288369e-01	8.083671e-01	0.104188	2.156885e-01	3.096734e-01	1.489980	1.000000e+00	1.000000e+00	0.250126	1.000000e+00	1.000000e+00	0.901056	1.000000e+00	1.000000e+00	0.225377	0	0	0	0.000000	0.000000	0.000000
ENSG00000198471.1	3.079988e-02	1.027569e-01	2.477608	1.555815e-01	5.923518e-01	0.362762	2.820335e-02	9.729927e-02	2.840370	8.941522e-01	1.000000e+00	0.024117	1.000000e+00	1.000000e+00	0.695752	9.121845e-01	1.000000e+00	0.024117	1	0	3	0.164265	0.000000	0.154600
ENSG00000198478.9	1.593559e-01	2.557721e-01	1.444417	5.929039e-01	7.695675e-01	0.150237	1.836415e-01	2.819836e-01	1.594653	1.000000e+00	1.000000e+00	0.235884	1.000000e+00	1.000000e+00	0.860504	1.000000e+00	1.000000e+00	0.202979	0	0	0	0.000000	0.000000	0.000000
ENSG00000198483.13	7.096409e-01	7.350423e-01	0.292325	2.221663e-01	6.360693e-01	0.306160	6.375351e-01	6.762037e-01	0.598484	2.969815e-01	1.000000e+00	1.077365	1.000000e+00	1.000000e+00	0.736269	4.478966e-01	1.000000e+00	1.077365	6	0	2	1.258533	0.000000	1.178990
ENSG00000198492.16	1.532542e-01	2.507086e-01	1.478296	6.621252e-01	7.887188e-01	0.126424	1.771825e-01	2.762287e-01	1.604720	1.000000e+00	1.000000e+00	0.228026	1.000000e+00	1.000000e+00	0.881241	1.000000e+00	1.000000e+00	0.200946	0	0	0	0.000000	0.000000	0.000000
ENSG00000198498.10	9.843432e-02	1.971351e-01	1.732979	4.140406e-01	7.185008e-01	0.204171	1.081716e-01	2.100833e-01	1.937150	1.000000e+00	1.000000e+00	0.176757	1.000000e+00	1.000000e+00	0.815323	1.000000e+00	1.000000e+00	0.144114	0	0	0	0.000000	0.000000	0.000000
ENSG00000198513.15	1.187423e-02	6.004160e-02	3.112689	1.555815e-01	5.923518e-01	0.361001	1.146753e-02	5.750663e-02	3.473690	1.000000e+00	1.000000e+00	0.044481	1.000000e+00	1.000000e+00	0.696979	1.000000e+00	1.000000e+00	0.031002	0	0	2	0.000000	0.000000	0.000000
ENSG00000198515.16	2.050767e-01	2.943383e-01	1.302502	2.853306e-01	6.687190e-01	0.260907	1.895821e-01	2.868599e-01	1.563409	8.369321e-01	1.000000e+00	0.111759	1.000000e+00	1.000000e+00	0.770353	8.729556e-01	1.000000e+00	0.111759	1	0	1	0.286088	0.000000	0.265215
ENSG00000198520.12	6.094622e-03	4.090730e-02	3.542722	2.221663e-01	6.360693e-01	0.302991	6.744637e-03	4.222222e-02	3.845714	1.000000e+00	1.000000e+00	0.028934	1.000000e+00	1.000000e+00	0.738606	1.000000e+00	1.000000e+00	0.021371	0	0	3	0.000000	0.000000	0.000000
ENSG00000198522.14	8.922128e-02	1.861557e-01	1.817742	3.634805e-01	7.017610e-01	0.237483	9.308140e-02	1.916249e-01	2.055226	8.827223e-01	1.000000e+00	0.055354	1.000000e+00	1.000000e+00	0.788610	9.048440e-01	1.000000e+00	0.055354	1	0	2	0.215996	0.000000	0.205066
ENSG00000198523.6	2.605901e-01	3.446514e-01	1.101022	5.292624e-01	7.526452e-01	0.162485	2.871596e-01	3.730641e-01	1.263507	7.970026e-01	1.000000e+00	0.157800	1.000000e+00	1.000000e+00	0.850029	8.430855e-01	1.000000e+00	0.157800	1	0	0	0.312261	0.000000	0.296535
ENSG00000198542.15	1.422545e-01	2.406742e-01	1.510795	6.621252e-01	7.887188e-01	0.139050	1.645619e-01	2.654551e-01	1.649845	1.000000e+00	1.000000e+00	0.220734	1.000000e+00	1.000000e+00	0.870184	1.000000e+00	1.000000e+00	0.192080	0	0	0	0.000000	0.000000	0.000000
ENSG00000198546.15	3.745048e-02	1.140336e-01	2.348361	4.675228e-01	7.345923e-01	0.196991	4.333000e-02	1.235977e-01	2.545352	1.000000e+00	1.000000e+00	0.095526	1.000000e+00	1.000000e+00	0.821198	1.000000e+00	1.000000e+00	0.078445	0	0	1	0.000000	0.000000	0.000000
ENSG00000198547.10	4.008886e-01	4.700979e-01	0.743084	4.675228e-01	7.345923e-01	0.184245	4.223086e-01	4.936168e-01	0.927329	6.206676e-01	1.000000e+00	0.351514	1.000000e+00	1.000000e+00	0.831732	7.080741e-01	1.000000e+00	0.351514	2	0	1	0.613494	0.000000	0.579493
ENSG00000198553.9	4.034205e-02	1.187989e-01	2.312869	4.675228e-01	7.345923e-01	0.185440	4.777784e-02	1.310348e-01	2.498309	1.000000e+00	1.000000e+00	0.098977	1.000000e+00	1.000000e+00	0.830739	1.000000e+00	1.000000e+00	0.082224	0	0	1	0.000000	0.000000	0.000000
ENSG00000198554.12	3.446665e-01	4.237968e-01	0.845631	5.292624e-01	7.526452e-01	0.170655	3.819348e-01	4.585858e-01	1.016286	7.363644e-01	1.000000e+00	0.225310	1.000000e+00	1.000000e+00	0.843113	7.984085e-01	1.000000e+00	0.225310	1	0	0	0.408591	0.000000	0.380777
ENSG00000198556.14	4.127676e-01	4.795657e-01	0.737067	6.621252e-01	7.887188e-01	0.138768	4.562445e-01	5.216719e-01	0.875835	6.969051e-01	1.000000e+00	0.265080	1.000000e+00	1.000000e+00	0.870430	7.674358e-01	1.000000e+00	0.265080	1	0	0	0.465996	0.000000	0.436670
ENSG00000198561.16	4.607699e-04	9.137529e-03	5.333944	8.980194e-02	5.268897e-01	0.469215	4.689979e-04	8.489362e-03	5.803159	1.000000e+00	1.000000e+00	0.004825	1.000000e+00	1.000000e+00	0.625493	1.000000e+00	1.000000e+00	0.003018	0	0	4	0.000000	0.000000	0.000000
ENSG00000198563.14	3.279224e-02	1.063997e-01	2.426804	4.675228e-01	7.345923e-01	0.197161	3.813929e-02	1.152442e-01	2.623965	1.000000e+00	1.000000e+00	0.088319	1.000000e+00	1.000000e+00	0.821058	1.000000e+00	1.000000e+00	0.072515	0	0	1	0.000000	0.000000	0.000000
ENSG00000198569.10	3.893941e-01	4.605547e-01	0.770369	5.292624e-01	7.526452e-01	0.164899	4.223086e-01	4.936168e-01	0.935268	5.654058e-01	1.000000e+00	0.446883	1.000000e+00	1.000000e+00	0.847979	6.664966e-01	1.000000e+00	0.446883	6	0	5	0.795861	0.000000	0.778561
ENSG00000198570.7	5.590361e-02	1.422249e-01	2.132411	1.967711e-01	6.213920e-01	0.339947	4.944461e-02	1.333915e-01	2.472358	8.827223e-01	1.000000e+00	0.054903	1.000000e+00	1.000000e+00	0.711808	9.048440e-01	1.000000e+00	0.054903	2	0	3	0.270260	0.000000	0.257869
ENSG00000198574.6	5.774669e-02	1.448990e-01	2.107280	3.634805e-01	7.017610e-01	0.229466	6.208287e-02	1.512081e-01	2.336747	1.000000e+00	1.000000e+00	0.121568	1.000000e+00	1.000000e+00	0.794958	1.000000e+00	1.000000e+00	0.096642	0	0	1	0.000000	0.000000	0.000000
ENSG00000198585.12	1.657490e-01	2.614462e-01	1.437173	4.675228e-01	7.345923e-01	0.181232	1.771825e-01	2.762287e-01	1.618405	1.000000e+00	1.000000e+00	0.237598	1.000000e+00	1.000000e+00	0.834242	1.000000e+00	1.000000e+00	0.198215	0	0	0	0.000000	0.000000	0.000000
ENSG00000198586.14	9.879518e-03	5.441891e-02	3.215082	2.221663e-01	6.360693e-01	0.315361	1.046488e-02	5.450260e-02	3.530443	1.000000e+00	1.000000e+00	0.040152	1.000000e+00	1.000000e+00	0.729525	1.000000e+00	1.000000e+00	0.029292	0	0	2	0.000000	0.000000	0.000000
ENSG00000198589.15	8.933294e-05	3.070707e-03	6.510886	2.601234e-03	1.851883e-01	1.379552	2.115780e-05	9.183673e-04	7.890439	1.000000e+00	1.000000e+00	0.000564	1.000000e+00	1.000000e+00	0.251691	1.000000e+00	1.000000e+00	0.000564	4	0	11	0.173003	0.000000	0.162617
ENSG00000198597.10	3.220688e-04	7.632312e-03	5.667435	2.221663e-01	6.360693e-01	0.318655	3.808404e-04	7.614571e-03	5.986090	1.000000e+00	1.000000e+00	0.003457	1.000000e+00	1.000000e+00	0.727126	1.000000e+00	1.000000e+00	0.002513	0	0	6	0.000000	0.000000	0.000000
ENSG00000198598.7	3.737878e-04	8.091603e-03	5.516366	2.221663e-01	6.360693e-01	0.306309	4.595945e-04	8.381565e-03	5.822675	1.000000e+00	1.000000e+00	0.004020	1.000000e+00	1.000000e+00	0.736159	1.000000e+00	1.000000e+00	0.002960	0	0	6	0.000000	0.000000	0.000000
ENSG00000198601.4	3.098431e-01	3.923480e-01	0.939307	7.877661e-01	8.289839e-01	0.081965	3.728663e-01	4.511998e-01	1.021272	7.650109e-01	1.000000e+00	0.196987	1.000000e+00	1.000000e+00	0.921304	8.195686e-01	1.000000e+00	0.196987	1	0	0	0.368126	0.000000	0.357107
ENSG00000198604.11	2.972366e-01	3.806051e-01	0.960279	8.384684e-01	8.533640e-01	0.060933	3.728663e-01	4.511998e-01	1.021212	7.173741e-01	1.000000e+00	0.256221	1.520259e-01	1.000000e+00	1.265021	3.307317e-01	1.000000e+00	1.521241	2	1	1	0.497896	2.819591	0.686253
ENSG00000198610.11	2.556180e-01	3.399515e-01	1.132472	6.539759e-02	4.886869e-01	0.531417	1.594628e-01	2.610912e-01	1.663889	7.173741e-01	1.000000e+00	0.249889	1.000000e+00	1.000000e+00	0.587772	7.836051e-01	1.000000e+00	0.249889	4	0	3	0.565051	0.000000	0.522939
ENSG00000198612.11	1.787082e-01	2.725636e-01	1.392961	7.288369e-01	8.083671e-01	0.113020	2.093271e-01	3.038734e-01	1.505980	1.000000e+00	1.000000e+00	0.248339	1.000000e+00	1.000000e+00	0.893133	1.000000e+00	1.000000e+00	0.221800	0	0	0	0.000000	0.000000	0.000000
ENSG00000198624.13	5.968146e-02	1.475774e-01	2.090985	8.980194e-02	5.268897e-01	0.466483	4.333000e-02	1.235977e-01	2.557468	8.941522e-01	1.000000e+00	0.039794	1.000000e+00	1.000000e+00	0.627205	9.121845e-01	1.000000e+00	0.039794	1	0	2	0.185146	0.000000	0.169377
ENSG00000198625.14	8.088275e-02	1.758523e-01	1.895589	1.751760e-01	6.069273e-01	0.346076	7.032383e-02	1.626424e-01	2.241665	8.827223e-01	1.000000e+00	0.050338	1.000000e+00	1.000000e+00	0.707458	9.048440e-01	1.000000e+00	0.050338	1	0	2	0.206412	0.000000	0.191916
ENSG00000198626.19	0.000000e+00	0.000000e+00	38.302481	3.526300e-06	8.571429e-03	4.378286	0.000000e+00	0.000000e+00	42.680767	1.000000e+00	1.000000e+00	0.000000	1.000000e+00	1.000000e+00	0.012547	1.000000e+00	1.000000e+00	0.000000	1	0	36	0.012250	0.000000	0.011586
ENSG00000198642.8	8.223332e-03	4.894019e-02	3.338582	2.221663e-01	6.360693e-01	0.318644	8.932119e-03	4.976424e-02	3.657227	1.000000e+00	1.000000e+00	0.035487	1.000000e+00	1.000000e+00	0.727134	1.000000e+00	1.000000e+00	0.025804	0	0	2	0.000000	0.000000	0.000000
ENSG00000198643.7	1.789362e-02	7.502711e-02	2.841307	4.675228e-01	7.345923e-01	0.186654	2.203350e-02	8.368304e-02	3.027961	1.000000e+00	1.000000e+00	0.058349	1.000000e+00	1.000000e+00	0.829731	1.000000e+00	1.000000e+00	0.048414	0	0	2	0.000000	0.000000	0.000000
ENSG00000198646.14	9.272994e-03	5.241860e-02	3.243555	1.733059e-02	3.444860e-01	0.827522	4.975610e-03	3.496902e-02	4.071077	8.941522e-01	1.000000e+00	0.021405	1.000000e+00	1.000000e+00	0.437131	9.121845e-01	1.000000e+00	0.021405	5	0	8	0.320457	0.000000	0.303466
ENSG00000198648.12	4.242198e-01	4.888325e-01	0.712046	5.929039e-01	7.695675e-01	0.147119	4.680741e-01	5.317674e-01	0.859165	6.969051e-01	1.000000e+00	0.275542	1.000000e+00	1.000000e+00	0.863191	7.674358e-01	1.000000e+00	0.275542	1	0	0	0.481257	0.000000	0.448224
ENSG00000198650.11	3.664496e-01	4.418325e-01	0.803331	4.675228e-01	7.345923e-01	0.195293	3.916156e-01	4.674060e-01	0.998623	6.364972e-01	1.000000e+00	0.321058	1.000000e+00	1.000000e+00	0.822594	7.203632e-01	1.000000e+00	0.321058	2	0	1	0.576778	0.000000	0.544850
ENSG00000198663.17	4.537173e-03	3.447968e-02	3.746001	1.967711e-01	6.213920e-01	0.329858	4.975610e-03	3.496902e-02	4.075859	1.000000e+00	1.000000e+00	0.023612	1.000000e+00	1.000000e+00	0.719026	1.000000e+00	1.000000e+00	0.016978	0	0	3	0.000000	0.000000	0.000000
ENSG00000198668.14	2.050767e-01	2.943383e-01	1.312595	8.384684e-01	8.533640e-01	0.071715	2.493200e-01	3.390218e-01	1.384310	1.000000e+00	1.000000e+00	0.269121	1.000000e+00	1.000000e+00	0.930796	1.000000e+00	1.000000e+00	0.250497	0	0	0	0.000000	0.000000	0.000000
ENSG00000198670.13	2.473347e-02	9.083531e-02	2.630553	1.102862e-01	5.519176e-01	0.430099	2.083338e-02	8.074715e-02	3.060652	8.941522e-01	1.000000e+00	0.029929	1.000000e+00	1.000000e+00	0.650445	9.121845e-01	1.000000e+00	0.029929	2	0	4	0.232799	0.000000	0.221183
ENSG00000198673.11	4.034205e-02	1.187989e-01	2.307659	2.853306e-01	6.687190e-01	0.278458	4.053012e-02	1.192289e-01	2.586117	1.000000e+00	1.000000e+00	0.099494	1.000000e+00	1.000000e+00	0.756950	1.000000e+00	1.000000e+00	0.075312	0	0	1	0.000000	0.000000	0.000000
ENSG00000198674.3	4.360529e-01	4.991550e-01	0.689853	7.877661e-01	8.289839e-01	0.099626	5.054093e-01	5.622819e-01	0.789480	6.756004e-01	1.000000e+00	0.285290	1.000000e+00	1.000000e+00	0.905176	7.507705e-01	1.000000e+00	0.285290	1	0	0	0.495551	0.000000	0.471625
ENSG00000198677.13	2.708692e-01	3.548810e-01	1.063822	7.314722e-03	2.670815e-01	1.045740	8.578548e-02	1.825691e-01	2.109562	6.364972e-01	1.000000e+00	0.336370	1.000000e+00	1.000000e+00	0.351432	7.203632e-01	1.000000e+00	0.336370	12	0	8	0.752296	0.000000	0.702943
ENSG00000198678.5	1.920694e-01	2.833169e-01	1.340849	8.384684e-01	8.533640e-01	0.076479	2.426012e-01	3.330531e-01	1.417329	1.000000e+00	1.000000e+00	0.261623	1.000000e+00	1.000000e+00	0.926372	1.000000e+00	1.000000e+00	0.242361	0	0	0	0.000000	0.000000	0.000000
ENSG00000198682.13	1.268163e-01	2.266338e-01	1.564482	6.621252e-01	7.887188e-01	0.123164	1.540887e-01	2.560871e-01	1.687646	1.000000e+00	1.000000e+00	0.209196	1.000000e+00	1.000000e+00	0.884119	1.000000e+00	1.000000e+00	0.184954	0	0	0	0.000000	0.000000	0.000000
ENSG00000198689.13	8.501205e-02	1.808326e-01	1.851755	4.140406e-01	7.185008e-01	0.202365	9.308140e-02	1.916249e-01	2.054121	8.827223e-01	1.000000e+00	0.053098	1.000000e+00	1.000000e+00	0.816796	9.048440e-01	1.000000e+00	0.053098	1	0	2	0.211722	0.000000	0.202747
ENSG00000198690.10	6.766206e-01	7.059541e-01	0.320000	4.140406e-01	7.185008e-01	0.202087	6.829691e-01	7.161348e-01	0.522088	3.372283e-01	1.000000e+00	0.940489	1.000000e+00	1.000000e+00	0.817024	4.839130e-01	1.000000e+00	0.940489	4	0	1	1.183602	0.000000	1.114184
ENSG00000198691.14	8.223332e-03	4.894019e-02	3.338610	1.022862e-02	2.990378e-01	0.977232	3.572142e-03	2.830927e-02	4.315841	8.941522e-01	1.000000e+00	0.022076	1.000000e+00	1.000000e+00	0.376351	9.121845e-01	1.000000e+00	0.022076	8	0	11	0.387500	0.000000	0.369165
ENSG00000198692.10	1.177338e-01	2.177908e-01	1.609770	4.675228e-01	7.345923e-01	0.189227	1.307928e-01	2.347511e-01	1.798996	1.000000e+00	1.000000e+00	0.199934	1.000000e+00	1.000000e+00	0.827599	1.000000e+00	1.000000e+00	0.165465	0	0	0	0.000000	0.000000	0.000000
ENSG00000198700.10	1.317825e-01	2.310200e-01	1.547784	6.621252e-01	7.887188e-01	0.136288	1.540887e-01	2.560871e-01	1.684071	1.000000e+00	1.000000e+00	0.212719	1.000000e+00	1.000000e+00	0.872592	1.000000e+00	1.000000e+00	0.185617	0	0	0	0.000000	0.000000	0.000000
ENSG00000198704.10	6.929733e-01	7.201893e-01	0.314088	4.675228e-01	7.345923e-01	0.185394	7.142592e-01	7.434010e-01	0.499482	3.372283e-01	1.000000e+00	0.952608	1.000000e+00	1.000000e+00	0.830777	4.839130e-01	1.000000e+00	0.952608	4	0	1	1.195620	0.000000	1.130564
ENSG00000198707.17	2.372025e-03	2.392413e-02	4.197675	8.745225e-04	1.261017e-01	1.773309	3.878930e-04	7.614679e-03	5.970984	1.000000e+00	1.000000e+00	0.008555	1.000000e+00	1.000000e+00	0.169770	1.000000e+00	1.000000e+00	0.008555	7	0	10	0.305610	0.000000	0.281623
ENSG00000198715.13	1.317825e-01	2.310200e-01	1.553729	1.751760e-01	6.069273e-01	0.343265	1.139195e-01	2.164050e-01	1.896994	8.369321e-01	1.000000e+00	0.109852	1.000000e+00	1.000000e+00	0.709450	8.729556e-01	1.000000e+00	0.109852	2	0	3	0.363380	0.000000	0.341117
ENSG00000198718.13	4.127676e-01	4.795657e-01	0.733330	5.831678e-02	4.761324e-01	0.558359	2.810579e-01	3.678332e-01	1.291689	5.480999e-01	1.000000e+00	0.496766	1.000000e+00	1.000000e+00	0.572147	6.539301e-01	1.000000e+00	0.496766	7	0	4	0.818059	0.000000	0.764946
ENSG00000198719.9	2.135763e-03	2.251549e-02	4.263473	2.497373e-01	6.509314e-01	0.287164	2.538936e-03	2.325081e-02	4.550637	1.000000e+00	1.000000e+00	0.014073	1.000000e+00	1.000000e+00	0.750389	1.000000e+00	1.000000e+00	0.010560	0	0	4	0.000000	0.000000	0.000000
ENSG00000198720.13	4.528357e-02	1.266228e-01	2.245664	7.288369e-01	8.083671e-01	0.108849	6.012460e-02	1.484574e-01	2.354513	1.000000e+00	1.000000e+00	0.105857	1.000000e+00	1.000000e+00	0.896866	1.000000e+00	1.000000e+00	0.094940	0	0	1	0.000000	0.000000	0.000000
ENSG00000198721.13	2.505918e-01	3.350216e-01	1.146256	7.288369e-01	8.083671e-01	0.111163	2.934799e-01	3.790754e-01	1.257419	8.165313e-01	1.000000e+00	0.137653	1.000000e+00	1.000000e+00	0.894793	8.576856e-01	1.000000e+00	0.137653	1	0	1	0.325372	0.000000	0.313763
ENSG00000198722.15	1.855104e-01	2.780042e-01	1.375015	1.459888e-03	1.533333e-01	1.540643	2.608757e-02	9.319337e-02	2.915658	7.173741e-01	1.000000e+00	0.243484	1.000000e+00	1.000000e+00	0.214243	7.836051e-01	1.000000e+00	0.243484	22	0	14	0.745442	0.000000	0.706262
ENSG00000198723.11	7.096409e-01	7.350423e-01	0.297779	5.292624e-01	7.526452e-01	0.165657	7.300241e-01	7.571230e-01	0.463436	3.098313e-01	1.000000e+00	1.022505	1.000000e+00	1.000000e+00	0.847336	4.597344e-01	1.000000e+00	1.022505	5	0	2	1.240549	0.000000	1.190301
ENSG00000198728.11	1.422545e-01	2.406742e-01	1.501681	7.877661e-01	8.289839e-01	0.093126	1.836415e-01	2.819836e-01	1.594808	1.000000e+00	1.000000e+00	0.222755	1.000000e+00	1.000000e+00	0.911078	1.000000e+00	1.000000e+00	0.202948	0	0	0	0.000000	0.000000	0.000000
ENSG00000198729.5	1.177338e-01	2.177908e-01	1.603176	5.929039e-01	7.695675e-01	0.146316	1.394052e-01	2.429063e-01	1.749492	1.000000e+00	1.000000e+00	0.201256	1.000000e+00	1.000000e+00	0.863885	1.000000e+00	1.000000e+00	0.173862	0	0	0	0.000000	0.000000	0.000000
ENSG00000198730.10	1.961798e-03	2.149388e-02	4.326177	3.360564e-02	4.122567e-01	0.670186	1.406994e-03	1.641975e-02	4.996363	1.000000e+00	1.000000e+00	0.002780	1.000000e+00	1.000000e+00	0.511613	1.000000e+00	1.000000e+00	0.002780	1	0	5	0.096713	0.000000	0.090462
ENSG00000198732.11	8.286688e-02	1.782754e-01	1.867698	3.208534e-01	6.842968e-01	0.248030	8.578548e-02	1.825691e-01	2.115728	8.827223e-01	1.000000e+00	0.052076	1.000000e+00	1.000000e+00	0.780337	9.048440e-01	1.000000e+00	0.052076	1	0	2	0.209765	0.000000	0.198990
ENSG00000198734.12	3.485278e-02	1.099611e-01	2.388781	4.299736e-03	2.190419e-01	1.210767	9.660887e-03	5.210143e-02	3.599548	8.671114e-01	1.000000e+00	0.065863	1.000000e+00	1.000000e+00	0.297969	8.940958e-01	1.000000e+00	0.065863	9	0	9	0.474016	0.000000	0.443629
ENSG00000198736.13	2.451484e-01	3.299478e-01	1.166859	7.877661e-01	8.289839e-01	0.094998	2.871596e-01	3.730641e-01	1.261857	1.000000e+00	1.000000e+00	0.311343	1.000000e+00	1.000000e+00	0.909375	1.000000e+00	1.000000e+00	0.283128	0	0	0	0.000000	0.000000	0.000000
ENSG00000198739.11	5.590361e-02	1.422249e-01	2.139903	4.675228e-01	7.345923e-01	0.197193	6.208287e-02	1.512081e-01	2.337096	1.000000e+00	1.000000e+00	0.117666	1.000000e+00	1.000000e+00	0.821032	1.000000e+00	1.000000e+00	0.096608	0	0	1	0.000000	0.000000	0.000000
ENSG00000198740.9	1.787082e-01	2.725636e-01	1.398509	6.621252e-01	7.887188e-01	0.126973	2.026283e-01	2.982457e-01	1.525482	8.525901e-01	1.000000e+00	0.098665	1.000000e+00	1.000000e+00	0.880758	8.840564e-01	1.000000e+00	0.098665	1	0	1	0.265715	0.000000	0.256824
ENSG00000198742.10	1.175433e-06	9.803922e-05	9.664679	9.412871e-03	2.922628e-01	0.981477	1.175433e-06	9.615385e-05	10.646156	1.000000e+00	1.000000e+00	0.000063	1.000000e+00	1.000000e+00	0.374757	1.000000e+00	1.000000e+00	0.000024	0	0	10	0.000000	0.000000	0.000000
ENSG00000198743.7	2.798707e-03	2.622247e-02	4.089151	2.221663e-01	6.360693e-01	0.300208	3.183074e-03	2.653601e-02	4.389359	1.000000e+00	1.000000e+00	0.016753	1.000000e+00	1.000000e+00	0.740664	1.000000e+00	1.000000e+00	0.012409	0	0	3	0.000000	0.000000	0.000000
ENSG00000198746.13	3.259019e-01	4.076468e-01	0.887609	6.621252e-01	7.887188e-01	0.136041	3.728663e-01	4.511998e-01	1.023650	7.518202e-01	1.000000e+00	0.212017	1.000000e+00	1.000000e+00	0.872807	8.100194e-01	1.000000e+00	0.212017	1	0	0	0.389571	0.000000	0.369262
ENSG00000198752.11	1.317825e-01	2.310200e-01	1.556248	2.221663e-01	6.360693e-01	0.308640	1.169133e-01	2.198585e-01	1.864888	8.369321e-01	1.000000e+00	0.109509	1.000000e+00	1.000000e+00	0.734445	8.729556e-01	1.000000e+00	0.109509	2	0	3	0.362860	0.000000	0.342861
ENSG00000198753.12	1.408169e-03	1.774815e-02	4.560813	4.751925e-02	4.506912e-01	0.581383	1.133118e-03	1.439881e-02	5.142196	1.000000e+00	1.000000e+00	0.004511	1.000000e+00	1.000000e+00	0.559125	1.000000e+00	1.000000e+00	0.004511	4	0	10	0.236336	0.000000	0.228248
ENSG00000198755.11	1.855104e-01	2.780042e-01	1.363885	7.288369e-01	8.083671e-01	0.106090	2.223544e-01	3.151487e-01	1.469975	1.000000e+00	1.000000e+00	0.255666	1.000000e+00	1.000000e+00	0.899344	1.000000e+00	1.000000e+00	0.229931	0	0	0	0.000000	0.000000	0.000000
ENSG00000198756.12	7.671584e-02	1.701630e-01	1.936361	1.967711e-01	6.213920e-01	0.329024	6.812225e-02	1.597216e-01	2.265385	8.827223e-01	1.000000e+00	0.047911	1.000000e+00	1.000000e+00	0.719626	9.048440e-01	1.000000e+00	0.047911	1	0	2	0.201663	0.000000	0.188476
ENSG00000198758.11	4.127676e-01	4.795657e-01	0.728429	3.634805e-01	7.017610e-01	0.220228	4.116438e-01	4.849491e-01	0.948657	6.206676e-01	1.000000e+00	0.359494	1.000000e+00	1.000000e+00	0.802336	7.080741e-01	1.000000e+00	0.359494	2	0	1	0.623100	0.000000	0.581385
ENSG00000198759.12	4.008886e-01	4.700979e-01	0.751509	4.140406e-01	7.185008e-01	0.213731	4.011848e-01	4.759891e-01	0.965240	6.206676e-01	1.000000e+00	0.347033	1.000000e+00	1.000000e+00	0.807566	7.080741e-01	1.000000e+00	0.347033	2	0	1	0.608098	0.000000	0.569451
ENSG00000198765.12	7.732001e-03	4.728972e-02	3.373538	8.868645e-03	2.847170e-01	1.019036	3.183074e-03	2.653601e-02	4.392573	1.000000e+00	1.000000e+00	0.017194	1.000000e+00	1.000000e+00	0.360943	1.000000e+00	1.000000e+00	0.017194	4	0	7	0.277716	0.000000	0.258040
ENSG00000198768.11	6.636497e-03	4.328095e-02	3.499338	2.221663e-01	6.360693e-01	0.306581	7.141934e-03	4.347764e-02	3.805919	1.000000e+00	1.000000e+00	0.010638	1.000000e+00	1.000000e+00	0.735959	1.000000e+00	1.000000e+00	0.010638	2	0	6	0.193189	0.000000	0.187493
ENSG00000198771.11	7.439318e-02	1.670582e-01	1.940911	5.292624e-01	7.526452e-01	0.177567	8.578548e-02	1.825691e-01	2.118477	1.000000e+00	1.000000e+00	0.143573	1.000000e+00	1.000000e+00	0.837305	1.000000e+00	1.000000e+00	0.120215	0	0	1	0.000000	0.000000	0.000000
ENSG00000198774.5	1.268163e-01	2.266338e-01	1.561233	4.140406e-01	7.185008e-01	0.201134	1.349738e-01	2.388042e-01	1.762366	1.000000e+00	1.000000e+00	0.209877	1.000000e+00	1.000000e+00	0.817803	1.000000e+00	1.000000e+00	0.171638	0	0	0	0.000000	0.000000	0.000000
ENSG00000198780.13	7.227975e-02	1.641757e-01	1.974854	1.967711e-01	6.213920e-01	0.329633	6.413282e-02	1.541707e-01	2.304487	8.827223e-01	1.000000e+00	0.045735	1.000000e+00	1.000000e+00	0.719188	9.048440e-01	1.000000e+00	0.045735	1	0	2	0.197338	0.000000	0.184670
